"journal_name","ISSN","JIF_2022","JCR_abbreviation","eISSN","category","total_citations","JIF_rank","JIF_5_year","JIF_5_year_quartile","JIF_without_self_cites","immediacy_index","journal_frequency"
"INTERNATIONAL SOCIAL WORK","0020-8728",2.2,"INT SOC WORK","1461-7234","SOCIAL WORK - SSCI",2013," 14/44 ",1.9,"Q3",2,0.2,1
"INTERNATIONAL SOCIOLOGY","0268-5809",2.1,"INT SOCIOL","1461-7242","SOCIOLOGY - SSCI",1855," 74/149 ",1.9,"Q3",2.1,0.4,1
"INTERNATIONAL STUDIES QUARTERLY","0020-8833",2.6,"INT STUD QUART","1468-2478","INTERNATIONAL RELATIONS - SSCI",5681," 24/96 ",3.7,"Q1",2.4,0.5,3
"INTERNATIONAL SURGERY","0020-8868",0.1,"INT SURG",NA,"SURGERY - SCIE",1212," 213/213 ",0.2,"Q4",0.1,0.2,1
"INTERNATIONAL TAX AND PUBLIC FINANCE","0927-5940",1,"INT TAX PUBLIC FINAN","1573-6970","ECONOMICS - SSCI",1485," 315/380 ",1.4,"Q3",0.9,0.3,1
"INTERNATIONAL UROGYNECOLOGY JOURNAL","0937-3462",1.8,"INT UROGYNECOL J","1433-3023","OBSTETRICS & GYNECOLOGY - SCIE",8384," 67/85 ",2.2,"Q3",1.4,0.4,2
"INTERNATIONAL UROLOGY AND NEPHROLOGY","0301-1623",2,"INT UROL NEPHROL","1573-2584","UROLOGY & NEPHROLOGY - SCIE",6250," 61/88 ",2.2,"Q3",1.9,0.3,1
"INTERVENTION IN SCHOOL AND CLINIC","1053-4512",0.8,"INTERV SCH CLIN","1538-4810","EDUCATION, SPECIAL - SSCI",698," 43/43 ",1.1,"Q4",0.7,0.2,1
"INTERVENTIONAL NEURORADIOLOGY","1591-0199",1.7,"INTERV NEURORADIOL","2385-2011","CLINICAL NEUROLOGY - SCIE",2174," 179/212 ",1.7,"Q4",1.5,0.3,2
"INTERVIROLOGY","0300-5526",4.6,"INTERVIROLOGY","1423-0100","VIROLOGY - SCIE",1450," 16/36 ",2.8,"Q3",4.6,0.8,1
"INVERTEBRATE REPRODUCTION & DEVELOPMENT","0792-4259",0.8,"INVERTEBR REPROD DEV","2157-0272","REPRODUCTIVE BIOLOGY - SCIE",819," 31/31 ",1,"Q4",0.8,0.2,1
"INVESTIGACION CLINICA","0535-5133",0.2,"INVEST CLIN","2477-9393","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE",204," 136/136 ",0.2,"Q4",0.1,0.1,1
"INVESTIGATIONAL NEW DRUGS","0167-6997",3.4,"INVEST NEW DRUG","1573-0646","ONCOLOGY - SCIE",5844," 125/241 ",3.5,"Q3",3.4,0.8,2
"INVESTIGATIVE OPHTHALMOLOGY & VISUAL SCIENCE","0146-0404",4.4,"INVEST OPHTH VIS SCI","1552-5783","OPHTHALMOLOGY - SCIE",59396," 7/62 ",4.6,"Q1",4.2,1.2,1
"INVESTIGATIVE RADIOLOGY","0020-9996",6.7,"INVEST RADIOL","1536-0210","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE",6838," 13/135 ",5.9,"Q1",5.6,2.1,1
"IOWA LAW REVIEW","0021-0552",1.3,"IOWA LAW REV",NA,"LAW - SSCI",1006," 71/154 ",1.1,"Q3",1.2,0.4,1
"IPRI Journal","1684-9787",0.1,"IPRI J","1684-9809","INTERNATIONAL RELATIONS - ESCI",29," N/A ",0.4,NA,0.1,0.1,1
"IRAL-INTERNATIONAL REVIEW OF APPLIED LINGUISTICS IN LANGUAGE TEACHING","0019-042X",1.5,"IRAL-INT REV APPL LI","1613-4141","EDUCATION & EDUCATIONAL RESEARCH - SSCI",929," 213/269 ",1.4,"Q4",1.3,0.7,2
"IRBM","1959-0318",4.8,"IRBM","1876-0988","ENGINEERING, BIOMEDICAL - SCIE",1291," 32/96 ",3.2,"Q3",4.6,4.5,1
"IRISH JOURNAL OF MEDICAL SCIENCE","0021-1265",2.1,"IRISH J MED SCI","1863-4362","MEDICINE, GENERAL & INTERNAL - SCIE",3420," 110/169 ",1.8,"Q3",2,0.4,1
"IRISH JOURNAL OF PSYCHOLOGICAL MEDICINE","0790-9667",5.1,"IRISH J PSYCHOL MED","2051-6967","PSYCHIATRY - ESCI",1196," N/A ",3.7,NA,4.9,1.5,1
"ISIS","0021-1753",0.6,"ISIS","1545-6994","HISTORY & PHILOSOPHY OF SCIENCE - AHCI",1564," N/A ",0.7,NA,0.5,0.2,3
"ISJ-Invertebrate Survival Journal","1824-307X",0.7,"ISJ-INVERT SURVIV J",NA,"IMMUNOLOGY - SCIE",517," 160/161 ",0.9,"Q4",0.7,0.8,1
"ISOKINETICS AND EXERCISE SCIENCE","0959-3020",0.7,"ISOKINET EXERC SCI","1878-5913","ENGINEERING, BIOMEDICAL - SCIE",700," 94/96 ",0.8,"Q4",0.6,0.3,3
"ISRAEL EXPLORATION JOURNAL","0021-2059",0.1,"ISRAEL EXPLOR J",NA,"ARCHAEOLOGY - AHCI",396," N/A ",0.3,NA,0.1,0,1
"ISRAEL JOURNAL OF PSYCHIATRY AND RELATED SCIENCES","0333-7308",0.4,"ISR J PSYCHIATR REL","0333-7308","PSYCHIATRY - SCIE",638," 152/155 ",0.8,"Q4",0.3,0,2
"ISRAEL LAW REVIEW","0021-2237",0.7,"ISR LAW REV","2047-9336","LAW - ESCI",208," N/A ",0.4,NA,0.6,0.3,1
"ISRAEL MEDICAL ASSOCIATION JOURNAL","1565-1088",1.6,"ISR MED ASSOC J","1565-1088","MEDICINE, GENERAL & INTERNAL - SCIE",2838," 119/169 ",1.2,"Q4",1.4,1,1
"ISSUES & STUDIES","1013-2511",0.4,"ISSUES STUD","2529-802X","AREA STUDIES - ESCI",186," N/A ",NA,NA,0.3,0.4,4
"ISSUES IN LAW & MEDICINE","8756-8160",0.9,"ISSUES LAW MED",NA,"LAW - SSCI",82," 102/154 ",0.7,"Q4",0.9,0,1
"ISSUES IN SCIENCE AND TECHNOLOGY","0748-5492",1.7,"ISSUES SCI TECHNOL","1938-1557","MULTIDISCIPLINARY SCIENCES - SCIE",658," 47/73 ",1.7,"Q3",1.7,0.7,2
"ITL-International Journal of Applied Linguistics","0019-0829",2.3,"ITL-INT J APPL LING","1783-1490","LANGUAGE & LINGUISTICS - ESCI",234," N/A ",NA,NA,2.1,0.3,2
"IZA Journal of Labor Policy","2193-9004",0.5,"IZA J LABOR POLICY","2193-9004","INDUSTRIAL RELATIONS & LABOR - ESCI",323," N/A ",1.7,NA,0.5,0,1
"Iatreia","0121-0793",0.2,"IATREIA","2011-7965","MEDICINE, GENERAL & INTERNAL - ESCI",99," N/A ",0.2,NA,0.1,0.2,1
"Iberica","1139-7241",0.8,"IBERICA","2340-2784","LANGUAGE & LINGUISTICS - AHCI",298," N/A ",1,NA,0.6,0.1,2
"Ibersid-Revista de Sistemas de Informacion y Documentacion","1888-0967",0.4,"IBERSID","2174-081X","INFORMATION SCIENCE & LIBRARY SCIENCE - ESCI",44," N/A ",0.4,NA,0.3,0,1
"Ibnosina Journal of Medicine and Biomedical Sciences","1947-489X",0.2,"IBNOSINA J MED BIOME","1947-489X","MEDICINE, GENERAL & INTERNAL - ESCI",95," N/A ",NA,NA,0.1,0.1,1
"Icelandic Review of Politics & Administration","1670-6803",0.1,"ICEL REV POLIT ADM","1670-679X","POLITICAL SCIENCE - ESCI",79," N/A ",0.4,NA,0.1,0,2
"Iconos","1390-1249",0.3,"ICONOS","1390-8065","SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI",187," N/A ",0.4,NA,0.3,0.1,1
"Ideggyogyaszati Szemle-Clinical Neuroscience","0019-1442",0.8,"IDEGGYOGY SZEMLE","2498-6208","CLINICAL NEUROLOGY - SCIE",228," 204/212 ",0.6,"Q4",0.8,0.6,2
"Identidade","2178-437X",0,"IDENTIDADE","2178-437X","ETHNIC STUDIES - ESCI",4," N/A ",0,NA,0,0,1
"Identity-An International Journal of Theory and Research","1528-3488",2.1,"IDENTITY","1532-706X","PSYCHOLOGY, SOCIAL - ESCI",742," N/A ",2,NA,1.9,0.2,1
"Ido Movement for Culture-Journal of Martial Arts Anthropology","2084-3763",1,"IDO MOV CULT","2082-7571","HOSPITALITY, LEISURE, SPORT & TOURISM - ESCI",356," N/A ",1.2,NA,0.8,0.7,1
"Ijaz Arabi Journal of Arabic Learning","2620-5912",0.5,"IJAZ ARABI J ARAB LE","2620-5947","LINGUISTICS - ESCI",53," N/A ",NA,NA,0.3,0.2,1
"Imagen Diagnostica","2171-3669",0,"IMAGEN DIAGN","2171-9705","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - ESCI",10," N/A ",0.1,NA,0,0,1
"Imagerie de la Femme","1776-9817",0.1,"IMAG FEMME","2214-8485","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - ESCI",23," N/A ",0.1,NA,0.1,0,1
"Imaging",NA,0.4,"IMAGING","2732-0960","MEDICINE, GENERAL & INTERNAL - ESCI",65," N/A ",0.8,NA,0.3,0.3,1
"Imaging Science in Dentistry","2233-7822",1.8,"IMAGNG SCI DENT","2233-7830","DENTISTRY, ORAL SURGERY & MEDICINE - ESCI",938," N/A ",2,NA,1.6,0.2,1
"Imago Mundi-The International Journal for the History of Cartography","0308-5694",0.2,"IMAGO MUNDI","1479-7801","HISTORY & PHILOSOPHY OF SCIENCE - AHCI",209," N/A ",0.3,NA,0.2,0,3
"Immigrants and Minorities","0261-9288",0.1,"IMMIGR MINOR","1744-0521","DEMOGRAPHY - ESCI",152," N/A ",0.2,NA,0.1,0.5,1
"Immune Network","1598-2629",6,"IMMUNE NETW","2092-6685","IMMUNOLOGY - SCIE",2058," 48/161 ",5.7,"Q2",5.8,1.1,1
"Immunity","1074-7613",32.4,"IMMUNITY","1097-4180","IMMUNOLOGY - SCIE",77462," 2/161 ",36.3,"Q1",31.7,6.8,1
"Immunity & Ageing","1742-4933",7.9,"IMMUN AGEING","1742-4933","GERIATRICS & GERONTOLOGY - SCIE",2018," 3/54 ",6.9,"Q1",7.6,0.9,2
"Immunity Inflammation and Disease",NA,3.2,"IMMUN INFLAMM DIS","2050-4527","IMMUNOLOGY - SCIE",1508," 110/161 ",3,"Q4",3.2,0.8,1
"ImmunoTargets and Therapy",NA,7.2,"IMMUNOTARGETS THER","2253-1556","IMMUNOLOGY - ESCI",805," N/A ",8.3,NA,7.2,0.7,1
"Immunological Medicine",NA,4.4,"IMMUNOL MED","2578-5826","IMMUNOLOGY - ESCI",412," N/A ",NA,NA,4.3,1,2
"Immunopathologia Persa","2423-8015",0.8,"IMMUNOPATHOL PERSA","2423-8015","IMMUNOLOGY - ESCI",110," N/A ",0.6,NA,0.8,0.6,1
"Immunotherapy","1750-743X",2.8,"IMMUNOTHERAPY-UK","1750-7448","IMMUNOLOGY - SCIE",3430," 122/161 ",3.2,"Q3",2.7,1.1,1
"Impact Assessment and Project Appraisal","1461-5517",2.2,"IMPACT ASSESS PROJ A","1471-5465","ENVIRONMENTAL STUDIES - SSCI",1364," 96/128 ",2.3,"Q4",1.7,1.2,1
"Implantologie","0943-9692",0.1,"IMPLANTOLOGIE","0943-9692","DENTISTRY, ORAL SURGERY & MEDICINE - SCIE",42," 91/91 ",0.1,"Q4",0.1,0,1
"Implementation Science","1748-5908",7.2,"IMPLEMENT SCI","1748-5908","HEALTH CARE SCIENCES & SERVICES - SCIE",17539," 5/106 ",9.7,"Q1",6.4,1.8,2
"Improving Schools","1365-4802",1.6,"IMPROV SCH","1475-7583","EDUCATION & EDUCATIONAL RESEARCH - ESCI",501," N/A ",1.5,NA,1.6,0,1
"Independent Review","1086-1653",0.2,"INDEP REV","2169-3420","ECONOMICS - SSCI",273," 378/380 ",0.4,"Q4",0.2,0,3
"Index Comunicacion","2444-3239",0.8,"INDEX COMUN","2174-1859","COMMUNICATION - ESCI",125," N/A ",0.6,NA,0.7,0.3,1
"India Quarterly-A Journal of International Affairs","0974-9284",0.5,"INDIA Q","0975-2684","INTERNATIONAL RELATIONS - ESCI",200," N/A ",0.6,NA,0.5,0.1,1
"India Review","1473-6489",0.8,"INDIA REV","1557-3036","AREA STUDIES - SSCI",253," 54/84 ",0.8,"Q3",0.8,0,1
"Indian Anaesthetists Forum","2589-7934",0.3,"INDIAN ANAESTH FORUM","0973-0311","ANESTHESIOLOGY - ESCI",42," N/A ",0.2,NA,0.3,0,1
"Indian Dermatology Online Journal","2229-5178",1.7,"INDIAN DERMATOL ONL","2249-5673","DERMATOLOGY - ESCI",1630," N/A ",NA,NA,1.5,0.3,1
"Indian Heart Journal","0019-4832",1.5,"INDIAN HEART J","2213-3763","CARDIAC & CARDIOVASCULAR SYSTEMS - ESCI",2243," N/A ",1.8,NA,1.4,0.3,1
"Indian Journal of Anaesthesia","0019-5049",2.9,"INDIAN J ANAESTH","0976-2817","ANESTHESIOLOGY - ESCI",3426," N/A ",2.6,NA,1.6,1.2,1
"Indian Journal of Community Health","0971-7587",0.4,"INDAN J COMMUNITY HE","2248-9509","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - ESCI",382," N/A ",0.5,NA,0.4,0.1,1
"Indian Journal of Community Medicine","0970-0218",0.9,"INDIAN J COMMUN MED","1998-3581","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - ESCI",1683," N/A ",NA,NA,0.9,0.1,1
"Indian Journal of Critical Care Medicine","0972-5229",2,"INDIAN J CRIT CARE M","1998-359X","CRITICAL CARE MEDICINE - ESCI",2730," N/A ",1.8,NA,1.8,0.6,1
"Indian Journal of Dermatology Venereology & Leprology","0378-6323",2.9,"INDIAN J DERMATOL VE","0973-3922","DERMATOLOGY - SCIE",2930," 25/70 ",3.1,"Q2",2.6,1.1,1
"Indian Journal of Economics and Development","2277-5412",0.2,"INDIAN J ECON DEV","2322-0430","ECONOMICS - ESCI",193," N/A ",0.2,NA,0.1,0,1
"Indian Journal of Gastroenterology","0254-8860",2,"INDIAN J GASTROENTER","0975-0711","GASTROENTEROLOGY & HEPATOLOGY - ESCI",1587," N/A ",1.9,NA,1.8,1.1,1
"Indian Journal of Gender Studies","0971-5215",0.4,"INDIAN J GEND STUD","0973-0672","WOMENS STUDIES - SSCI",282," 40/45 ",0.7,"Q4",0.4,0,1
"Indian Journal of Gynecologic Oncology","2363-8397",0.4,"INDIAN J GYNECOL ONC","2363-8400","OBSTETRICS & GYNECOLOGY - ESCI",127," N/A ",0.3,NA,0.4,0.1,1
"Indian Journal of Hematology and Blood Transfusion","0971-4502",0.9,"INDIAN J HEMATOL BLO","0974-0449","HEMATOLOGY - SCIE",972," 77/79 ",1,"Q4",0.9,0.1,1
"Indian Journal of Labour Economics","0971-7927",1.5,"INDIAN J LABOUR ECON","0019-5308","ECONOMICS - ESCI",402," N/A ",NA,NA,1.4,0.1,2
"Indian Journal of Medical Microbiology","0255-0857",1.6,"INDIAN J MED MICROBI","1998-3646","IMMUNOLOGY - SCIE",1957," 148/161 ",1.5,"Q4",1.6,0.3,1
"Indian Journal of Medical Specialities","0976-2884",0.6,"INDIAN J MED SPEC","0976-2892","MEDICINE, GENERAL & INTERNAL - ESCI",236," N/A ",0.5,NA,0.5,0.1,1
"Indian Journal of Medical and Paediatric Oncology","0971-5851",0.2,"INDIAN J MED PAEDIAT","0975-2129","ONCOLOGY - ESCI",775," N/A ",0.4,NA,0.2,0.1,1
"Indian Journal of Nephrology","0971-4065",0.8,"INDIAN J NEPHROL","1998-3662","UROLOGY & NEPHROLOGY - ESCI",1033," N/A ",NA,NA,0.8,0.1,1
"Indian Journal of Neurosurgery","2277-954X",0.2,"INDIAN J NEUROSURG","2277-9167","SURGERY - ESCI",76," N/A ",0.2,NA,0.2,0.2,1
"Indian Journal of Neurotrauma","0973-0508",0.2,"INDIAN J NEUROTRAUM","2213-3739","NEUROSCIENCES - ESCI",94," N/A ",0.1,NA,0.2,0,1
"Indian Journal of Nuclear Medicine","0972-3919",0.5,"INDIAN J NUCL MED","0974-0244","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - ESCI",444," N/A ",0.5,NA,0.5,0,1
"Indian Journal of Occupational and Environmental Medicine","0973-2284",0.9,"INDIAN J OCCUP ENVIR","1998-3670","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - ESCI",791," N/A ",NA,NA,0.9,0.1,1
"Indian Journal of Orthopaedics","0019-5413",1,"INDIAN J ORTHOP","1998-3727","ORTHOPEDICS - SCIE",2217," 74/86 ",1.3,"Q4",1,0.1,1
"Indian Journal of Otolaryngology and Head & Neck Surgery","2231-3796",0.6,"INDIAN J OTOLARYNGOL","0973-7707","SURGERY - ESCI",2413," N/A ",0.7,NA,0.6,0,1
"Indian Journal of Otology","0971-7749",0.1,"INDIAN J OTOL","2249-9520","OTORHINOLARYNGOLOGY - ESCI",177," N/A ",0.2,NA,0,0,2
"Indian Journal of Paediatric Dermatology","2319-7250",0.2,"INDIAN J PAEDIATR DE","2319-7269","DERMATOLOGY - ESCI",170," N/A ",NA,NA,0.2,0,3
"Indian Journal of Palliative Care","0973-1075",1.1,"INDIAN J PALLIAT CAR","1998-3735","HEALTH CARE SCIENCES & SERVICES - ESCI",1270," N/A ",1.5,NA,1.1,0.2,1
"Indian Journal of Pathology and Microbiology","0377-4929",1,"INDIAN J PATHOL MICR","0974-5130","PATHOLOGY - SCIE",1697," 67/76 ",0.9,"Q4",1,0.2,2
"Indian Journal of Pharmaceutical Education and Research","0019-5464",0.8,"INDIAN J PHARM EDUC","0019-5464","EDUCATION, SCIENTIFIC DISCIPLINES - SCIE",1098," 40/43 ",0.8,"Q4",0.8,0.2,2
"Indian Journal of Plastic Surgery","0970-0358",0.8,"INDIAN J PLAST SURG","1998-376X","SURGERY - ESCI",1148," N/A ",1,NA,0.7,0.1,1
"Indian Journal of Psychiatry","0019-5545",3.1,"INDIAN J PSYCHIAT","1998-3794","PSYCHIATRY - SCIE",3438," 91/155 ",2.7,"Q3",3,0.3,2
"Indian Journal of Psychological Medicine","0253-7176",2.8,"INDIAN J PSYCHOL MED","0975-1564","PSYCHOLOGY - ESCI",2384," N/A ",2.3,NA,2.6,0.3,1
"Indian Journal of Public Health","0019-557X",1.7,"INDIAN J PUBLIC HLTH","2229-7693","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE",1205," 168/207 ",NA,NA,1.7,0.1,2
"Indian Journal of Radiology and Imaging","0971-3026",0.6,"INDIAN J RADIOL IMAG","1998-3808","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - ESCI",1160," N/A ",NA,NA,0.6,0.1,1
"Indian Journal of Respiratory Care","2277-9019",0.3,"INDIAN J RESPIR CARE","2321-4899","RESPIRATORY SYSTEM - ESCI",56," N/A ",NA,NA,0.1,0.1,1
"Indian Journal of Rheumatology","0973-3698",0.7,"INDIAN J RHEUMATOL","0973-3701","RHEUMATOLOGY - ESCI",319," N/A ",NA,NA,0.6,0.3,1
"Indian Journal of Sexually Transmitted Diseases and AIDS","2589-0557",0.4,"INDIAN J SEX TRANSM","2589-0565","INFECTIOUS DISEASES - ESCI",354," N/A ",0.6,NA,0.3,0.1,1
"Indian Journal of Surgery","0972-2068",0.4,"INDIAN J SURG","0973-9793","SURGERY - SCIE",1573," 209/213 ",0.4,"Q4",0.3,0.1,1
"Indian Journal of Surgical Oncology","0975-7651",0.5,"INDIA J SURG ONCOL","0976-6952","ONCOLOGY - ESCI",899," N/A ",0.6,NA,0.5,0.1,1
"Indian Journal of Thoracic and Cardiovascular Surgery","0970-9134",0.7,"INDIAN J THORAC CARD","0973-7723","CARDIAC & CARDIOVASCULAR SYSTEMS - ESCI",436," N/A ",0.6,NA,0.6,0.2,1
"Indian Journal of Transplantation","2212-0017",0.3,"INDIAN J TRANSPLANT","2212-0025","TRANSPLANTATION - ESCI",112," N/A ",NA,NA,0.2,0,1
"Indian Journal of Urology","0970-1591",1.1,"INDIAN J UROL","1998-3824","UROLOGY & NEPHROLOGY - ESCI",1177," N/A ",1.1,NA,1.1,0.4,1
"Indian Journal of Vascular and Endovascular Surgery","0972-0820",0.1,"INDIAN J VASCULAR EN","2394-0999","CARDIAC & CARDIOVASCULAR SYSTEMS - ESCI",66," N/A ",NA,NA,0.1,0.1,2
"Indonesia Law Review","2088-8430",0.1,"INDONES LAW REV","2356-2129","LAW - ESCI",32," N/A ",0.1,NA,0.1,0,1
"Indonesian Biomedical Journal","2355-9179",0.6,"INDONES BIOMED J","2355-9179","MEDICINE, RESEARCH & EXPERIMENTAL - ESCI",211," N/A ",0.7,NA,0.3,0.2,1
"Indonesian Capital Market Review","1979-8997",0.4,"INDONES CAP MARK REV","2356-3818","ECONOMICS - ESCI",28," N/A ",0.4,NA,0.4,0,1
"Indonesian Journal of Pharmacy","2338-9486",0.4,"INDONES J PHARM","2338-9427","PHARMACOLOGY & PHARMACY - ESCI",178," N/A ",0.5,NA,0.4,0,1
"Industrial Archaeology Review","0309-0728",0.3,"IND ARCHAEOL REV","1745-8196","ARCHAEOLOGY - AHCI",63," N/A ",0.2,NA,0.1,0.2,1
"Industrial and Organizational Psychology-Perspectives on Science and Practice","1754-9426",15.8,"IND ORGAN PSYCHOL-US","1754-9434","PSYCHOLOGY, APPLIED - SSCI",2010," 1/83 ",10.3,"Q1",14.2,7,1
"Industry and Higher Education","0950-4222",1.7,"IND HIGHER EDUC","2043-6858","EDUCATION & EDUCATIONAL RESEARCH - ESCI",882," N/A ",1.7,NA,1.4,0.3,1
"Industry and Innovation","1366-2716",3.9,"IND INNOV","1469-8390","ECONOMICS - SSCI",2452," 87/380 ",4.5,"Q1",3.6,0.5,1
"Infancias Imagenes","1657-9089",0,"INFANC IMAGENES","2665-511X","FAMILY STUDIES - ESCI",22," N/A ",0.1,NA,0,NA,1
"Infants & Young Children","0896-3746",1.1,"INFANT YOUNG CHILD","1550-5081","EDUCATION, SPECIAL - SSCI",895," 37/43 ",1.8,"Q3",1,0.4,3
"Infection Disease & Health","2468-0451",3.5,"INFECT DIS HEALTH","2468-0451","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - ESCI",507," N/A ",2.8,NA,3.3,1,1
"Infection and Chemotherapy","2093-2340",4.2,"INFECT CHEMOTHER","2092-6448","INFECTIOUS DISEASES - ESCI",1380," N/A ",3.3,NA,3.7,1.2,1
"Infection and Drug Resistance","1178-6973",3.9,"INFECT DRUG RESIST","1178-6973","INFECTIOUS DISEASES - SCIE",8402," 47/96 ",4.3,"Q2",3.6,0.5,2
"Infectious Agents and Cancer","1750-9378",3.7,"INFECT AGENTS CANCER","1750-9378","IMMUNOLOGY - SCIE",1789," 97/161 ",3.8,"Q3",3.6,0.9,2
"Infectious Disease Modelling",NA,8.8,"INFECT DIS MODEL","2468-0427","INFECTIOUS DISEASES - ESCI",1931," N/A ",NA,NA,8.5,1.2,1
"Infectious Disease Reports",NA,3.2,"INFECT DIS REP","2036-7449","INFECTIOUS DISEASES - ESCI",819," N/A ",2.9,NA,3.2,1,1
"Infectious Diseases","2374-4235",5.8,"INFECT DIS-NOR","2374-4243","INFECTIOUS DISEASES - SCIE",2642," 22/96 ",4.3,"Q2",5.7,0.7,1
"Infectious Diseases Now","2666-9927",3.5,"INFECT DIS NOW","2666-9919","INFECTIOUS DISEASES - SCIE",415," 55/96 ",3.5,"Q2",3.4,1.1,1
"Infectious Diseases and Therapy","2193-8229",5.4,"INFECT DIS THER","2193-6382","INFECTIOUS DISEASES - SCIE",2452," 27/96 ",5.1,"Q2",5.3,0.8,1
"Infectious Diseases of Poverty","2095-5162",8.1,"INFECT DIS POVERTY","2049-9957","INFECTIOUS DISEASES - SCIE",4556," 14/96 ",5.7,"Q1",8,1.4,2
"Infectious Microbes & Diseases",NA,1.8,"INFECT MICROBE DIS","2641-5917","INFECTIOUS DISEASES - ESCI",125," N/A ",2.1,NA,1.6,0.8,1
"Infektsiya i Immunitet","2220-7619",0.4,"INFEKTSIYA IMMUN","2313-7398","INFECTIOUS DISEASES - ESCI",130," N/A ",0.3,NA,0.2,0,1
"Inflammation and Regeneration",NA,8.1,"INFLAMM REGEN","1880-8190","IMMUNOLOGY - SCIE",1392," 28/161 ",8.2,"Q1",8,1,2
"Influenza and Other Respiratory Viruses","1750-2640",4.4,"INFLUENZA OTHER RESP","1750-2659","INFECTIOUS DISEASES - SCIE",3445," 40/96 ",4.1,"Q2",4.2,0.9,2
"Informacao & Sociedade-Estudos","0104-0146",0.3,"INFORM SOC-ESTUD","1809-4783","INFORMATION SCIENCE & LIBRARY SCIENCE - SSCI",128," 80/84 ",0.3,"Q4",0.3,NA,1
"Informacios Tarsadalom","1587-8694",0.3,"INF TARSAD",NA,"INFORMATION SCIENCE & LIBRARY SCIENCE - SSCI",29," 80/84 ",0.2,"Q4",0.2,0.1,1
"Informatics for Health & Social Care","1753-8157",2.4,"INFORM HEALTH SOC CA","1753-8165","HEALTH CARE SCIENCES & SERVICES - SCIE",770," 67/106 ",2.9,"Q3",2.3,0.3,2
"Informatics in Education","1648-5831",2.7,"INFORM EDUC","2335-8971","EDUCATION & EDUCATIONAL RESEARCH - ESCI",511," N/A ",2.7,NA,2.6,1.3,1
"Information & Communications Technology Law","1360-0834",1.5,"INF COMMUN TECHNOL L","1469-8404","LAW - ESCI",336," N/A ",2.5,NA,1.5,0.3,1
"Information & Culture","2164-8034",0.6,"INFORM CULT","2166-3033","HISTORY OF SOCIAL SCIENCES - SSCI",106," 22/34 ",0.5,"Q4",0.5,0.8,2
"Information Communication & Society","1369-118X",4.2,"INFORM COMMUN SOC","1468-4462","COMMUNICATION - SSCI",7578," 19/96 ",6,"Q1",4,0.5,2
"Information Development","0266-6669",1.9,"INFORM DEV","1741-6469","INFORMATION SCIENCE & LIBRARY SCIENCE - SSCI",1245," 51/84 ",2,"Q3",1.8,0.3,1
"Information Discovery and Delivery","2398-6247",2.1,"INF DISCOV DELIV",NA,"INFORMATION SCIENCE & LIBRARY SCIENCE - ESCI",323," N/A ",2,NA,2,0.4,1
"Information Polity","1570-1255",2,"INFORM POLITY","1875-8754","INFORMATION SCIENCE & LIBRARY SCIENCE - ESCI",735," N/A ",2.8,NA,1.8,0.4,1
"Information Resources Management Journal","1040-1628",1.4,"INF RESOUR MANAG J","1533-7979","INFORMATION SCIENCE & LIBRARY SCIENCE - ESCI",404," N/A ",1.5,NA,1.3,0.4,1
"Information Technologies and Learning Tools","2076-8184",0.8,"INF TECHNOL LEARN TO","2076-8184","EDUCATION & EDUCATIONAL RESEARCH - ESCI",594," N/A ",0.7,NA,0.4,0.4,1
"Information Technology & Management","1385-951X",2.4,"INFORM TECHNOL MANAG","1573-7667","INFORMATION SCIENCE & LIBRARY SCIENCE - SSCI",892," 46/84 ",2.6,"Q3",2.3,0.5,1
"Information Technology & People","0959-3845",4.4,"INFORM TECHNOL PEOPL","1758-5813","INFORMATION SCIENCE & LIBRARY SCIENCE - SSCI",3104," 24/84 ",4.8,"Q2",3.8,0.6,1
"Information Technology & Tourism","1098-3058",9.3,"INF TECHNOL TOUR","1943-4294","HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI",1019," 8/58 ",6.2,"Q2",8.8,1.2,1
"Information Technology for Development","0268-1102",4.8,"INFORM TECHNOL DEV","1554-0170","INFORMATION SCIENCE & LIBRARY SCIENCE - SSCI",1554," 22/84 ",5.1,"Q2",4,0.8,1
"Information and Learning Sciences","2398-5348",3.4,"INFORM LEARN SCI","2398-5356","INFORMATION SCIENCE & LIBRARY SCIENCE - ESCI",593," N/A ",2.3,NA,3.3,0.4,1
"Information and Organization","1471-7727",6.3,"INFORM ORGAN-UK","1873-7919","INFORMATION SCIENCE & LIBRARY SCIENCE - SSCI",1389," 16/84 ",8.4,"Q1",6.2,0.5,1
